id_lab,id,subset,no,requisitioner,tax_name,functional_group,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,n_replicates_nutrition
F24-3582,CIAT-BR-02-1752,1,51.0,Breeding,Urochloa interespecific,Grass,96.03,15.7,84.3,10.92,21.14,55.41,2
F24-3583,CIAT-BR-02-1794,1,53.0,Breeding,Urochloa interespecific,Grass,97.05,15.02,84.98,9.39,21.84,55.76,2
F24-3584,CIAT-BR-06-0423,1,55.0,Breeding,Urochloa interespecific,Grass,96.77,15.97,84.03,11.01,25.94,57.36,10
F24-3585,CIAT-BR-09-1232,1,57.0,Breeding,Urochloa interespecific,Grass,97.24,13.8,86.2,10.08,21.03,55.66,2
F24-3586,CIAT-BR-12-4951,1,59.0,Breeding,Urochloa interespecific,Grass,95.75,15.48,84.52,11.1,23.29,56.86,2
F24-3587,CIAT-BR-15-0722,1,61.0,Breeding,Urochloa interespecific,Grass,95.22,14.06,85.94,10.31,26.18,60.21,2
F24-3588,CIAT-BR-15-6487,1,63.0,Breeding,Urochloa interespecific,Grass,95.07,13.57,86.43,9.61,24.55,59.73,2
F24-3589,CIAT-BR-19-0029,1,65.0,Breeding,Urochloa interespecific,Grass,96.07,14.13,85.87,10.08,23.98,58.41,2
F24-3590,CIAT-BR-19-0423,1,67.0,Breeding,Urochloa interespecific,Grass,95.35,13.9,86.1,10.11,24.49,59.22,2
F24-3591,CIAT-CIAT-6962,1,69.0,Breeding,Megathyrsus maximus,Grass,95.73,14.25,85.75,8.59,32.14,67.62,4
F24-3592,CIAT-Mulato-II,1,71.0,Breeding,Urochloa interespecific,Grass,96.66,14.97,85.03,11.85,24.36,59.42,2
F24-3592-,CIAT-Mulato-II,5,,Breeding,Urochloa interespecific,Grass,96.66,14.98,85.02,11.85,24.36,59.42,2
F24-3593,CIAT-PM-21-0215,1,73.0,Breeding,Megathyrsus maximus,Grass,96.02,15.05,84.95,9.73,29.91,65.24,2
F24-3594,CIAT-PM-21-0631,1,75.0,Breeding,Megathyrsus maximus,Grass,96.8,13.99,86.01,9.06,28.78,62.86,2
F24-3595,CIAT-PM-21-2195,1,77.0,Breeding,Megathyrsus maximus,Grass,96.76,14.14,85.86,8.72,30.92,68.05,2
F24-3596,CIAT-PM-21-3522,1,79.0,Breeding,Megathyrsus maximus,Grass,96.42,15.65,84.35,8.71,29.82,64.72,2
F24-3597,CIAT-PM-21-3534,1,81.0,Breeding,Megathyrsus maximus,Grass,96.5,15.56,84.44,9.0,30.92,67.23,2
F24-3598,CIAT-PM-21-3537,1,83.0,Breeding,Megathyrsus maximus,Grass,97.29,14.48,85.52,10.87,26.81,61.94,2
F24-3599,CIAT-PM-21-3545,1,85.0,Breeding,Megathyrsus maximus,Grass,97.12,14.78,85.22,8.41,30.0,65.74,2
F24-3600,CIAT-PM-21-3670,1,87.0,Breeding,Megathyrsus maximus,Grass,97.13,14.6,85.4,8.83,29.26,64.38,2
F24-3601,CIAT-PM-21-6628,1,89.0,Breeding,Megathyrsus maximus,Grass,95.22,14.1,85.9,9.98,29.83,64.96,2
F24-3602,CIAT-BH-08-1149,1,91.0,Breeding,Urochloa humidicola,Grass,94.43,13.32,86.68,7.53,28.61,68.73,2
F24-3603,CIAT-BH-16-0550,1,93.0,Breeding,Urochloa humidicola,Grass,94.11,11.52,88.48,6.43,30.15,69.16,2
F24-3604,CIAT-BH-16-0562,1,95.0,Breeding,Urochloa humidicola,Grass,95.17,11.17,88.83,5.94,30.47,69.59,2
F24-3605,CIAT-BH-16-3249,1,97.0,Breeding,Urochloa humidicola,Grass,95.82,12.04,87.96,6.65,28.86,69.65,2
F24-3606,CIAT-BH-16-B-0733,1,99.0,Breeding,Urochloa humidicola,Grass,96.31,12.64,87.36,8.1,29.36,68.83,2
F24-3607,CIAT-BH-16-B-0741,1,101.0,Breeding,Urochloa humidicola,Grass,96.67,14.23,85.77,7.5,28.14,65.68,2
F24-3608,CIAT-BH-16-B-1194,1,103.0,Breeding,Urochloa humidicola,Grass,96.74,11.91,88.09,5.47,29.54,67.77,2
F24-3609,CIAT-BH-16-B-1618,1,105.0,Breeding,Urochloa humidicola,Grass,97.16,13.98,86.02,8.13,28.05,66.39,2
F24-3610,CIAT-BH-16-B-1707,1,107.0,Breeding,Urochloa humidicola,Grass,96.95,10.52,89.48,5.97,26.74,68.59,2
F24-3611,CIAT-CIAT-16888,1,109.0,Breeding,Urochloa humidicola,Grass,96.78,11.69,88.31,6.11,30.81,70.0,2
F24-3612,CIAT-398,2,7.0,Genetic_bank,Desmodium incanum,Herbaceous_legumes,91.78,17.46,82.54,17.92,37.86,50.73,2
F24-3613,CIAT-438,2,9.0,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,93.68,14.48,85.52,21.03,38.17,60.2,2
F24-3614,CIAT-442,2,11.0,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,93.94,17.65,82.35,17.82,30.34,55.32,2
F24-3615,CIAT-466,2,13.0,Genetic_bank,Vigna umbellata,Herbaceous_legumes,92.76,18.26,81.74,16.36,18.73,45.1,2
F24-3616,CIAT-715,2,15.0,Genetic_bank,Canavalia ensiformis,Herbaceous_legumes,90.62,18.66,81.34,20.82,18.46,41.73,2
F24-3617,CIAT-887,2,17.0,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,92.18,12.7,87.3,21.0,25.91,44.12,2
F24-3618,CIAT-923,2,19.0,Genetic_bank,Galactia latisiliqua,Herbaceous_legumes,92.82,15.71,84.3,18.23,16.14,46.7,2
F24-3619,CIAT-3813,2,21.0,Genetic_bank,Desmodium sequax,Shrub_Trees,93.1,13.82,86.18,17.62,46.86,54.96,2
F24-3620,CIAT-5512,2,23.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,92.27,9.81,90.19,22.16,28.68,46.39,2
F24-3621,CIAT-5568,2,25.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,91.58,11.85,88.15,17.29,39.06,58.44,2
F24-3622,CIAT-5657,2,27.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,91.84,10.66,89.34,21.64,30.82,54.0,2
F24-3623,CIAT-5744,2,29.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,93.6,14.86,85.14,17.67,33.74,56.91,2
F24-3624,CIAT-7131,2,31.0,Genetic_bank,Eriosema diffusum,Herbaceous_legumes,92.21,7.09,92.91,16.02,49.78,61.86,2
F24-3625,CIAT-7318,2,33.0,Genetic_bank,Canavalia sp.,Herbaceous_legumes,92.41,17.32,82.68,17.71,20.9,41.26,2
F24-3626,CIAT-7395,2,35.0,Genetic_bank,Galactia striata,Herbaceous_legumes,91.72,16.66,83.34,13.71,20.78,47.98,2
F24-3627,CIAT-7648,2,37.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,91.98,18.02,81.98,22.05,17.99,40.89,2
F24-3628,CIAT-7746,2,39.0,Genetic_bank,Crotalaria paulina,Herbaceous_legumes,92.06,22.45,77.55,14.81,21.01,43.06,2
F24-3629,CIAT-7813,2,41.0,Genetic_bank,Indigofera cryptantha,Herbaceous_legumes,90.14,12.32,87.68,26.44,20.9,30.7,2
F24-3630,CIAT-7831,2,43.0,Genetic_bank,Tephrosia rhodesica,Shrub_Trees,93.6,17.2,82.8,21.67,19.27,51.96,2
F24-3631,CIAT-7894,2,45.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,93.35,21.76,78.24,21.16,19.12,40.92,2
F24-3632,CIAT-7991,2,47.0,Genetic_bank,Indigofera suffruticosa,Shrub_Trees,92.96,23.02,76.97,24.54,23.24,39.11,2
F24-3633,CIAT-8202,2,49.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,92.66,17.52,82.48,24.37,22.99,45.97,2
F24-3634,CIAT-9189,2,51.0,Genetic_bank,Indigofera suffruticosa,Shrub_Trees,92.22,24.08,75.91,29.1,20.19,39.4,2
F24-3635,CIAT-9434,2,53.0,Genetic_bank,Clitoria ternatea,Herbaceous_legumes,90.76,16.82,83.18,25.12,17.44,47.68,2
F24-3636,CIAT-11162,2,55.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,91.46,22.3,77.69,17.11,23.0,51.4,2
F24-3637,CIAT-13301,2,57.0,Genetic_bank,Desmodium sequax,Shrub_Trees,92.57,20.83,79.17,19.83,51.0,58.71,2
F24-3638,CIAT-15401,2,59.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,93.22,17.65,82.35,17.11,28.58,49.64,2
F24-3639,CIAT-17360,2,67.0,Genetic_bank,Alysicarpus vaginalis,Herbaceous_legumes,92.85,21.71,78.29,24.55,20.16,37.06,2
F24-3641,CIAT-18004,2,71.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,92.94,6.78,93.22,15.74,14.9,45.46,2
F24-3642,CIAT-18430,2,73.0,Genetic_bank,Alysicarpus vaginalis,Herbaceous_legumes,92.65,12.1,87.9,24.28,21.54,40.06,2
F24-3644,CIAT-18708,2,75.0,Genetic_bank,Crotalaria pallida,Herbaceous_legumes,92.86,10.77,89.22,23.89,18.17,42.86,2
F24-3645,CIAT-18850,2,77.0,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,93.94,14.28,85.72,23.09,20.43,40.56,2
F24-3646,CIAT-18865,2,79.0,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,93.43,13.54,86.46,18.24,23.38,41.27,2
F24-3647,CIAT-19032,2,81.0,Genetic_bank,Canavalia sp.,Herbaceous_legumes,92.42,14.73,85.28,23.96,17.66,39.85,2
F24-3648,CIAT-19119,2,83.0,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,92.5,23.76,76.24,20.28,22.2,41.36,2
F24-3650,CIAT-20303,2,85.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,88.98,16.2,83.8,21.53,12.76,33.06,2
F24-3651,CIAT-20589,2,87.0,Genetic_bank,Uraria lagopodioides,Herbaceous_legumes,92.04,21.08,78.93,20.68,21.06,38.55,2
F24-3652,CIAT-21687,2,89.0,Genetic_bank,Desmanthus virgatus,Shrub_Trees,91.86,8.54,91.46,28.43,32.71,47.95,2
F24-3653,CIAT-22048,2,91.0,Genetic_bank,Aeschynomene americana,Shrub_Trees,89.4,10.14,89.85,21.74,16.05,41.36,2
F24-3654,CIAT-22156,2,93.0,Genetic_bank,Arachis pintoi,Herbaceous_legumes,89.7,10.45,89.55,20.83,24.72,41.79,2
F24-3655,CIAT-22507,2,95.0,Genetic_bank,Desmanthus subulatus,Shrub_Trees,89.94,9.48,90.52,29.9,32.22,43.71,2
F24-3656,CIAT-22510,2,97.0,Genetic_bank,Desmanthus bicornutus,Shrub_Trees,87.95,10.54,89.46,25.93,36.07,42.87,2
F24-3657,CIAT-22598,2,99.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,88.94,12.58,87.42,31.13,28.04,45.42,2
F24-3658,CIAT-22784,2,101.0,Genetic_bank,Desmanthus bicornutus,Shrub_Trees,92.62,10.43,89.57,30.03,30.63,41.66,2
F24-3659,CIAT-25113,2,103.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,91.8,11.89,88.11,22.96,29.7,53.7,2
F24-3660,CIAT-33114,2,105.0,Genetic_bank,Dendrolobium sp.,Shrub_Trees,91.53,13.54,86.46,18.81,40.5,55.0,2
F24-3662,CIAT-43477,2,107.0,Genetic_bank,Desmodium cinereum,Shrub_Trees,91.15,13.83,86.17,24.66,17.46,38.35,2
F25-0008,Sample-8,2,331.0,LMF,Cynodon nlemfuensis ,Grass,93.68,11.41,88.59,3.27,9.04,32.5,215
F25-0017,Hohenheimer-Heustandard,2,61.0,LMF,Hohenheimer Heustandard,Forage,91.33,10.06,89.94,0.55,0.0,0.0,146
F25-0018,Homenheim-Concentrate,2,63.0,LMF,Homenheim Concentrate,Concentrate,89.69,6.04,93.96,0.0,0.0,0.0,162
F25-0929,CIAT-15474,2,197.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,92.3,9.16,90.84,30.58,34.16,56.03,2
F25-0930,CIAT-15470,2,199.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,94.26,9.21,90.79,24.65,32.1,58.39,2
F25-0931,CIAT-13268,2,201.0,Genetic_bank,Tadehagi triquetrum,Herbaceous_legumes,94.21,7.54,92.46,14.85,42.8,50.67,2
F25-0932,CIAT-22768,2,203.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,94.18,8.72,91.28,23.69,23.94,49.53,2
F25-0933,CIAT-22770,2,205.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,93.29,7.62,92.38,21.39,21.71,40.34,2
F25-0934,CIAT-18701,2,207.0,Genetic_bank,Cajanus cajan,Shrub_Trees,94.79,7.06,92.94,23.9,48.14,60.12,2
F25-0935,CIAT-20891,2,209.0,Genetic_bank,Cajanus cajan,Shrub_Trees,95.25,8.19,91.81,20.08,43.44,53.83,2
F25-0936,CIAT-5172,2,211.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,93.66,10.84,89.16,26.38,37.64,61.88,2
F25-0937,CIAT-5452,2,213.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,94.72,16.57,83.43,15.2,33.25,50.51,2
F25-0938,CIAT-5733,2,215.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,95.24,12.32,87.68,15.96,30.02,47.8,2
F25-0939,CIAT-5735,2,217.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,94.0,8.92,91.08,26.53,30.74,50.72,2
F25-0940,CIAT-5749,2,219.0,Genetic_bank,Centrosema plumieri,Herbaceous_legumes,93.08,8.7,91.3,21.84,26.07,61.28,2
F25-0941,CIAT-5911,2,221.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,95.34,11.54,88.46,15.5,30.38,53.06,2
F25-0942,CIAT-13692,2,223.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,94.92,10.58,89.42,18.55,32.17,55.22,2
F25-0943,CIAT-15121,2,225.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,93.92,11.18,88.82,19.77,30.28,50.42,2
F25-0944,CIAT-15150,2,227.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,93.1,8.72,91.28,20.03,28.83,62.44,2
F25-0945,CIAT-15154,2,229.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,94.36,7.93,92.07,26.23,33.34,65.84,2
F25-0946,CIAT-15561,2,231.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,92.51,9.54,90.46,25.06,39.02,70.84,2
F25-0947,CIAT-15799,2,233.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,92.82,19.53,80.47,17.46,31.86,59.55,2
F25-0948,CIAT-15816,2,235.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,95.74,10.18,89.82,20.6,27.52,51.4,2
F25-0949,CIAT-20304,2,237.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,94.54,12.08,87.92,22.84,20.76,47.58,2
F25-0950,CIAT-21603,2,239.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,94.28,8.46,91.54,18.15,20.07,52.44,2
F25-0951,CIAT-23248,2,241.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,94.94,10.48,89.52,18.85,22.8,42.05,2
F25-0952,CIAT-23271,2,243.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,95.06,13.78,86.22,17.34,21.92,45.84,2
F25-0953,CIAT-23279,2,245.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,93.49,10.63,89.37,19.89,22.24,45.64,2
F25-0954,CIAT-23326,2,247.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,95.84,15.05,84.95,18.11,23.0,40.0,4
F25-0955,CIAT-33255,2,249.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,94.96,13.77,86.23,18.56,25.18,45.4,2
F25-0956,CIAT-33428,2,251.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,96.18,9.49,90.5,17.04,34.06,50.62,2
F25-0957,CIAT-33451,2,253.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,96.0,7.8,92.2,14.71,34.35,45.9,2
F25-0958,CIAT-33463,2,255.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,96.22,15.16,84.84,16.13,23.84,39.72,2
F25-0959,CIAT-350,2,263.0,Genetic_bank,Desmodium heterocarpon,Herbaceous_legumes,94.34,8.73,91.27,14.87,40.83,51.36,2
F25-0960,CIAT-3187,2,265.0,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,94.04,11.9,88.1,20.67,22.2,35.94,2
F25-0961,CIAT-4028,2,267.0,Genetic_bank,Galactia glaucescens,Herbaceous_legumes,94.52,11.85,88.15,12.55,46.68,65.42,2
F25-0962,CIAT-5277,2,269.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,91.43,7.55,92.45,19.78,31.58,61.88,2
F25-0963,CIAT-7227,2,271.0,Genetic_bank,Galactia texana,Herbaceous_legumes,93.04,16.05,83.96,12.52,26.88,41.77,2
F25-0964,CIAT-8013,2,273.0,Genetic_bank,Crotalaria paulina,Herbaceous_legumes,93.74,10.6,89.4,22.95,17.85,61.05,2
F25-0965,CIAT-8156,2,275.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,94.11,9.97,90.03,24.22,33.74,58.74,2
F25-0966,CIAT-9323,2,277.0,Genetic_bank,Crotalaria vitellina,Herbaceous_legumes,92.4,6.06,93.94,25.36,17.48,45.44,2
F25-0967,CIAT-9537,2,279.0,Genetic_bank,Crotalaria sagittalis,Herbaceous_legumes,91.78,13.02,86.98,22.86,19.84,50.48,2
F25-0968,CIAT-9690,2,281.0,Genetic_bank,Aeschynomene histrix,Herbaceous_legumes,93.78,11.43,88.56,20.22,17.6,49.99,2
F25-0969,CIAT-9900,2,283.0,Genetic_bank,Pueraria phaseoloides,Herbaceous_legumes,92.79,10.57,89.43,18.92,32.74,55.46,2
F25-0970,CIAT-11998,2,285.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,94.6,12.78,87.22,14.22,33.38,63.5,2
F25-0971,CIAT-13149,2,287.0,Genetic_bank,Desmodium strigillosum,Herbaceous_legumes,93.78,8.18,91.82,13.45,35.33,49.68,4
F25-0972,CIAT-13389,2,289.0,Genetic_bank,Desmodium sequax,Shrub_Trees,93.82,8.25,91.76,14.94,48.34,57.13,2
F25-0973,CIAT-13651,2,291.0,Genetic_bank,Desmodium heterocarpon,Herbaceous_legumes,95.04,9.16,90.84,16.15,38.99,55.6,2
F25-0974,CIAT-13946,2,293.0,Genetic_bank,Desmodium sequax,Shrub_Trees,93.82,6.8,93.2,14.37,53.08,60.83,4
F25-0975,CIAT-15160,2,295.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,94.54,10.0,90.0,21.46,35.17,61.86,2
F25-0976,CIAT-17000,2,297.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,94.58,7.84,92.16,17.38,24.2,48.8,2
F25-0977,CIAT-17009,2,299.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,94.78,11.77,88.23,22.97,15.64,39.88,2
F25-0978,CIAT-18700,2,301.0,Genetic_bank,Cajanus cajan,Shrub_Trees,93.9,7.36,92.64,22.88,42.28,54.12,2
F25-0979,CIAT-18873,2,303.0,Genetic_bank,Alysicarpus ferrugineus,Herbaceous_legumes,95.02,9.34,90.66,15.36,34.52,51.78,2
F25-0980,CIAT-19867,2,305.0,Genetic_bank,Uraria lagopodioides,Herbaceous_legumes,95.9,15.46,84.54,19.32,25.83,44.28,4
F25-0981,CIAT-20207,2,307.0,Genetic_bank,Aeschynomene sensitiva,Shrub_Trees,90.74,5.98,94.02,21.92,25.34,52.9,2
F25-0982,CIAT-20709,2,309.0,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,93.94,9.01,90.99,16.64,33.13,48.82,2
F25-0983,CIAT-18437,2,311.0,Genetic_bank,Flemingia macrophylla,Shrub_Trees,95.67,4.88,95.12,17.19,47.66,65.07,2
F25-0984,CIAT-25522,2,313.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,95.3,9.9,90.1,20.98,28.86,50.65,2
F25-0985,CIAT-25704,2,315.0,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,95.74,7.2,92.8,24.11,32.58,58.64,2
F25-0986,CIAT-33729,2,317.0,Genetic_bank,Desmodium cinereum,Shrub_Trees,94.15,15.73,84.27,19.2,22.88,40.07,2
F25-0987,CIAT-33827,2,319.0,Genetic_bank,Desmodium incanum,Herbaceous_legumes,93.88,15.54,84.46,16.09,40.08,49.1,2
F25-0988,CIAT-8512,2,321.0,Genetic_bank,Calopogonium caeruleum,Herbaceous_legumes,92.94,10.36,89.64,22.41,30.93,50.42,2
F25-0989,CIAT-11833,2,323.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,94.97,9.91,90.08,13.53,41.13,65.0,2
F25-0990,CIAT-PM-21-0053,1,261.0,Breeding,Megathyrsus maximus,Grass,95.8,11.41,88.59,14.92,32.66,67.93,2
F25-0991,CIAT-PM-21-3550,1,263.0,Breeding,Megathyrsus maximus,Grass,96.68,14.27,85.73,14.64,30.14,69.18,2
F25-0992,CIAT-PM-21-3595,1,265.0,Breeding,Megathyrsus maximus,Grass,95.88,16.61,83.39,14.26,30.86,68.73,2
F25-0993,CIAT-PM-21-0086,1,267.0,Breeding,Megathyrsus maximus,Grass,97.47,15.36,84.64,14.81,31.02,67.38,2
F25-0994,CIAT-CIAT-16048,1,269.0,Breeding,Megathyrsus maximus,Grass,97.56,15.28,84.72,17.34,32.0,67.1,2
F25-0995,CIAT-PM-21-0185,1,271.0,Breeding,Megathyrsus maximus,Grass,96.49,13.88,86.12,16.73,27.9,66.83,2
F25-0996,CIAT-PM-21-0215,1,273.0,Breeding,Megathyrsus maximus,Grass,95.59,13.71,86.29,15.16,30.25,67.23,2
F25-0997,CIAT-CIAT-16051,1,275.0,Breeding,Megathyrsus maximus,Grass,96.15,13.98,86.02,14.91,31.61,68.22,2
F25-0998,CIAT-PM-21-6080,1,277.0,Breeding,Megathyrsus maximus,Grass,96.35,15.44,84.56,18.29,31.99,67.47,2
F25-0999,CIAT-PM-21-3684,1,279.0,Breeding,Megathyrsus maximus,Grass,97.38,13.46,86.54,14.78,30.39,70.03,2
F25-1000,CIAT-PM-21-0076,1,281.0,Breeding,Megathyrsus maximus,Grass,94.91,15.42,84.58,16.15,32.19,67.6,2
F25-1001,CIAT-CIAT-6890,1,283.0,Breeding,Megathyrsus maximus,Grass,96.17,12.32,87.68,15.87,34.27,71.39,2
F25-1002,CIAT-PM-21-6638,1,285.0,Breeding,Megathyrsus maximus,Grass,95.67,16.65,83.35,14.24,34.54,67.34,2
F25-1003,CIAT-PM-21-0052,1,287.0,Breeding,Megathyrsus maximus,Grass,95.44,14.13,85.87,15.41,31.81,65.13,2
F25-1004,CIAT-PM-21-4449,1,289.0,Breeding,Megathyrsus maximus,Grass,96.14,12.8,87.2,14.54,32.67,70.18,2
F25-1005,CIAT-CIAT-6799,1,291.0,Breeding,Megathyrsus maximus,Grass,96.01,12.66,87.34,13.54,33.7,71.55,2
F25-1006,CIAT-PM-21-0055,1,293.0,Breeding,Megathyrsus maximus,Grass,96.3,13.33,86.67,16.48,31.62,65.68,2
F25-1007,CIAT-PM-21-6529,1,295.0,Breeding,Megathyrsus maximus,Grass,96.56,14.92,85.08,12.68,30.15,68.18,2
F25-1008,CIAT-PM-21-0047,1,297.0,Breeding,Megathyrsus maximus,Grass,96.13,14.93,85.07,14.15,32.29,65.85,2
F25-1009,CIAT-PM-21-2195,1,299.0,Breeding,Megathyrsus maximus,Grass,97.0,14.0,86.0,15.49,30.71,67.21,2
F25-1010,CIAT-PM-21-2627,1,301.0,Breeding,Megathyrsus maximus,Grass,97.37,14.9,85.1,17.29,33.54,65.79,2
F25-1011,CIAT-PM-21-0059,1,303.0,Breeding,Megathyrsus maximus,Grass,97.53,14.03,85.97,16.71,31.7,65.46,2
F25-1012,CIAT-PM-21-3522,1,305.0,Breeding,Megathyrsus maximus,Grass,97.18,14.6,85.4,13.12,24.9,66.47,2
F25-1013,CIAT-PM-21-0062,1,307.0,Breeding,Megathyrsus maximus,Grass,98.12,15.74,84.26,13.47,24.42,67.94,2
F25-1014,CIAT-PM-21-0906,1,309.0,Breeding,Megathyrsus maximus,Grass,97.41,15.32,84.68,14.67,19.5,67.2,2
F25-1651,CIAT-798,2,429.0,Genetic_bank,Galactia striata,Herbaceous_legumes,92.61,11.1,88.9,17.15,24.95,56.89,4
F25-1652,CIAT-822,2,431.0,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,94.05,6.64,93.36,17.01,26.72,46.8,4
F25-1653,CIAT-852,2,433.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,93.77,9.56,90.44,14.73,45.62,63.41,4
F25-1654,CIAT-907,2,435.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,92.97,9.28,90.72,16.71,33.35,61.77,4
F25-1655,CIAT-1992,2,437.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,92.47,8.32,91.68,19.95,38.55,60.22,4
F25-1656,CIAT-3001,2,439.0,Genetic_bank,Codariocalyx gyroides,Shrub_Trees,94.5,6.97,93.03,15.82,40.09,57.84,4
F25-1657,CIAT-3304,2,441.0,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,94.91,8.2,91.8,20.82,24.97,46.61,4
F25-1658,CIAT-5713,2,443.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,94.64,9.34,90.66,15.88,24.61,45.9,4
F25-1659,CIAT-7381,2,445.0,Genetic_bank,Galactia glaucescens,Herbaceous_legumes,94.47,12.77,87.23,13.58,46.86,68.34,4
F25-1660,CIAT-7799,2,447.0,Genetic_bank,Dioclea guianensis,Herbaceous_legumes,93.46,7.77,92.23,20.38,52.92,65.25,4
F25-1661,CIAT-7803,2,449.0,Genetic_bank,Dioclea holtiana,Herbaceous_legumes,94.24,11.45,88.55,20.31,41.02,58.24,4
F25-1662,CIAT-8182,2,451.0,Genetic_bank,Eriosema diffusum,Herbaceous_legumes,93.32,7.32,92.68,13.83,46.99,63.36,4
F25-1663,CIAT-8434,2,453.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,93.52,8.37,91.63,18.05,46.47,62.41,4
F25-1664,CIAT-8702,2,455.0,Genetic_bank,Calopogonium caeruleum,Herbaceous_legumes,93.01,8.68,91.32,23.92,31.39,50.99,4
F25-1665,CIAT-8816,2,457.0,Genetic_bank,Crotalaria micans,Shrub_Trees,93.45,9.29,90.71,25.38,21.11,41.72,4
F25-1666,CIAT-8826,3,43.0,Genetic_bank,Zapoteca formosa,Shrub_Trees,93.71,9.52,90.48,17.79,11.19,38.62,2
F25-1667,CIAT-9578,3,45.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,95.08,7.25,92.75,14.7,50.08,63.43,8
F25-1668,CIAT-9740,3,47.0,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,95.38,8.27,91.73,17.12,37.57,53.43,2
F25-1669,CIAT-9934,3,49.0,Genetic_bank,Aeschynomene americana,Shrub_Trees,93.8,7.86,92.14,18.35,23.99,61.14,2
F25-1670,CIAT-13158,3,69.0,Genetic_bank,Desmodium strigillosum,Herbaceous_legumes,93.52,7.32,92.68,16.53,38.17,50.29,2
F25-1671,CIAT-13329,3,71.0,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,94.17,11.52,88.48,20.28,25.93,52.31,2
