31_no,31_date,31_requisitioner,31_gene_bank,31_tax_name,31_family,31_order,31_genus2,31_species3,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_dm,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_column8,31_column9
No,Date,Requisitioner,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Column8,Column9
59,45923,Genetic bank,CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,46,1,1,59,0.5005,468.0474609,231.0474609,0.358333333,42,0.696527778,86.5,13.7,40.5,0.367361111,74,16.7,,44.5,33.5,41.41722647,30.03372354,71.45095,5.674160026,5.015631831,10.68979186,152.6574888,49.36410946,3.23365135,13.7,14.96102131,22.83911943,46.26664935,193.9781941,12.67610642,25.67879085,,
60,45923,Genetic bank,CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,46,1,2,60,0.5003,467.860429,202.860429,0.358333333,41.5,0.696527778,84.5,14.1,40,0.367361111,73.5,16.8,,43,33.5,39.91722647,30.03372354,69.95095,5.628328932,5.045665554,10.67399449,149.5124308,43.35917646,2.900038226,14.1,15.25925593,22.81448446,52.61743032,395.4578073,12.66243359,29.20358417,,
61,45923,Genetic bank,CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,46,1,3,61,0.5001,467.673397,211.673397,0.358333333,41,0.697222222,83.5,14.2,40,0.368055556,72.5,16.7,,42.5,32.5,39.41722647,29.03372354,68.45095,5.597246158,4.848631831,10.44587799,146.3648573,45.26094457,3.092336878,14.2,15.26038424,22.33583962,49.34903553,291.1762392,12.39677742,27.38956851,,
62,45923,Genetic bank,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,46,1,1,62,0.5,465.0442961,227.0442961,0.359027778,40,0.697916667,81.5,14.4,40,0.36875,93.5,16.1,,41.5,53.5,38.41722647,50.03372354,88.45095,5.532080611,8.05542949,13.5875101,190.1989784,48.82207953,2.566894941,14.4,15.36163275,29.21766854,59.84519469,-15917.56945,16.21631154,33.21511844,,
63,45923,Genetic bank,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,46,1,2,63,0.5,465.0442961,240.0442961,0.359027778,41,0.698611111,82,14.9,41,0.369444444,74,17,,41,33,37.91722647,29.53372354,67.45095,5.649666743,5.020733002,10.67039975,145.0419897,51.61751216,3.558797853,14.9,15.81949512,22.94491049,44.45179461,878.4837319,12.73482229,24.67151507,,
64,45923,Genetic bank,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,46,1,3,64,0.5001,465.1373049,245.1373049,0.359027778,41,0.699305556,82.5,14.3,42,0.370138889,74,17.5,,41.5,32,38.41722647,28.53372354,66.95095,5.493663385,4.993401619,10.487065,143.9380357,52.70213813,3.661446251,14.3,15.66380313,22.54617055,42.78037163,609.9325106,12.51351473,23.7438464,,
65,45923,Genetic bank,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,46,1,1,65,0.5002,467.4167961,345.4167961,0.359722222,41,0.7,103.5,14,40.5,0.370833333,85.5,16.5,,62.5,45,59.41722647,41.53372354,100.95095,8.318411705,6.853064384,15.17147609,215.9762996,73.89909798,3.421629971,14,15.02856198,32.45813204,43.92223036,207.8571211,18.01482484,24.37759775,,
66,45923,Genetic bank,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,46,1,2,66,0.5003,467.5102421,332.5102421,0.359722222,41,0.700694444,106,13.5,41,0.370833333,85,16.3,,65,44,61.91722647,40.53372354,102.45095,8.358825573,6.606996937,14.96582251,219.1416161,71.12362728,3.245555479,13.5,14.60779281,32.01175324,45.00860609,249.3102519,17.76707689,24.98055508,,
67,45923,Genetic bank,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,46,1,3,67,0.5002,467.4167961,361.4167961,0.359722222,41,0.702083333,105,13.4,40.5,0.371527778,84.5,16.4,,64,44,60.91722647,40.53372354,101.45095,8.162908346,6.64753066,14.81043901,217.0460087,77.32216709,3.562478184,13.4,14.59862032,31.68572274,40.97883431,166.4282634,17.58612432,22.74396202,,
68,45923,Genetic bank,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,46,1,1,68,0.5005,469.0028878,353.0028878,0.360416667,40,0.704166667,91.5,11,40,0.372222222,93.5,12.9,,51.5,53.5,48.41722647,50.03372354,98.45095,5.325894911,6.454350336,11.78024525,209.9154452,75.26667681,3.585571168,11,11.96559835,25.11763905,33.37152656,180.9361236,13.94072423,18.5217746,,
69,45923,Genetic bank,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,46,1,2,69,0.5004,468.9091809,337.9091809,0.360416667,40.5,0.704166667,92.5,10.8,40,0.372222222,95,12.6,,52,55,48.91722647,51.53372354,100.45095,5.283060458,6.493249166,11.77630962,214.222613,72.06282041,3.363922202,10.8,11.72344276,25.11426541,34.85051691,235.1921279,13.93885181,19.34263983,,
70,45923,Genetic bank,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,46,1,3,70,0.5004,468.9091809,338.9091809,0.360416667,40.5,0.704861111,92.5,10.7,40,0.372916667,94.5,12.6,,52,54.5,48.91722647,51.03372354,99.95095,5.234143232,6.430249166,11.6643924,213.1563084,72.27608132,3.390754975,10.7,11.67011659,24.87558971,34.4174577,228.3955267,13.80638266,19.10228448,,
71,45923,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,46,1,1,71,0.5004,475.7602152,93.7602152,0.361111111,41,0.704861111,65.5,12.5,40,0.373611111,60,14.1,,24.5,20,,,,,,,,,,,,,,,,,,Eliminada_Se repite Bache 24
72,45923,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,46,1,2,72,0.5004,475.7602152,133.7602152,0.361805556,42,0.705555556,67.5,12.2,40,0.374305556,58.5,14.8,,25.5,18.5,,,,,,,,,,,,,,,,,,Eliminada_Se repite Bache 24
73,45923,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,46,1,3,73,0.5006,475.9503672,136.9503672,0.361805556,40.5,0.70625,66.5,12.4,39,0.375,59,14.5,,26,20,,,,,,,,,,,,,,,,,,Eliminada_Se repite Bache 24
74,45923,Genetic bank,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,46,1,1,74,0.5004,477.2896386,270.2896386,0.361805556,40.5,0.70625,89,10.7,40.5,0.375,82,17.8,,48.5,41.5,45.41722647,38.03372354,83.45095,4.859643232,6.77000279,11.62964602,174.8434143,56.63010816,3.238904273,10.7,13.93590609,24.36601401,43.02660688,242.2232387,13.52355933,23.88051122,,
75,45923,Genetic bank,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,46,1,2,75,0.5002,477.0988753,245.0988753,0.361805556,40.5,0.706944444,88.5,10.3,40,0.375694444,83,17.4,,48,43,44.91722647,39.53372354,84.45095,4.626474326,6.878867896,11.50534222,177.0093253,51.37276317,2.902263093,10.3,13.6236978,24.11521556,46.94163613,502.193548,13.38436185,26.05342019,,
76,45923,Genetic bank,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,46,1,3,76,0.5005,477.3850202,255.3850202,0.3625,41,0.707638889,90.5,10,41,0.376388889,82,17.8,,49.5,41,46.41722647,37.53372354,83.95095,4.641722647,6.68100279,11.32272544,175.8558531,53.49665561,3.042074213,10,13.48731067,23.71822524,44.33590282,342.4584823,13.16402536,24.60719312,,
77,45923,Genetic bank,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,46,1,1,77,0.5003,469.306415,286.306415,0.3625,42,0.708333333,102.5,13.4,41,0.376388889,82,16.7,,60.5,41,57.41722647,37.53372354,94.95095,7.693908346,6.268131831,13.96204018,202.3218668,61.00628627,3.015308588,13.4,14.70447655,29.75037147,48.76607525,134.3541407,16.51197088,27.06601547,,
78,45923,Genetic bank,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,46,1,2,78,0.5001,469.118805,276.118805,0.3625,41,0.709027778,105,13.1,40.5,0.377083333,82,16.7,,64,41.5,60.91722647,38.03372354,98.95095,7.980156667,6.351631831,14.3317885,210.9294041,58.85903572,2.790461385,13.1,14.48373007,30.55044553,51.90442751,152.7827986,16.95602582,28.80785527,,
79,45923,Genetic bank,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,46,1,3,79,0.5,469.025,273.025,0.363194444,41.5,0.709027778,106,13,41,0.378472222,82,16.5,,64.5,41,61.41722647,37.53372354,98.95095,7.984239441,6.193064384,14.17730382,210.97159,58.21118277,2.759195339,13,14.32760759,30.22718155,51.92676064,156.2278001,16.77660872,28.82025054,,
80,45923,Breeding,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,46,1,1,80,0.5,477.45,222.45,0.363194444,40,0.709722222,83.5,13.7,39.5,0.378472222,83,15.9,,43.5,43.5,40.41722647,40.03372354,80.45095,5.537160026,6.365362043,11.90252207,168.501309,46.5912661,2.765038822,13.7,14.79475639,24.92935819,53.50650514,133.6245852,13.8362251,29.69703607,,
81,45923,Breeding,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,46,1,2,81,0.5006,478.02294,241.02294,0.363888889,40.5,0.710416667,83.5,13.8,40,0.379166667,79,15.8,,43,39,39.91722647,35.53372354,75.45095,5.508577252,5.614328319,11.12290557,157.8396008,50.42078943,3.194432144,13.8,14.74190261,23.26856023,46.1487424,103.48118,12.9144535,25.61335046,,
82,45923,Breeding,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,46,1,3,82,0.5,477.45,239.45,0.363888889,40.5,0.711111111,82,14,40,0.379861111,78,16.1,,41.5,38,38.41722647,34.53372354,72.95095,5.378411705,5.55992949,10.93834119,152.7928579,50.15184836,3.28234245,14,14.99410384,22.90991977,45.68110752,103.1195757,12.71540184,25.353805,,
83,45923,Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,46,1,1,83,0.5,465.15,246.15,0.364583333,41,0.711805556,81,11.7,37.5,0.380555556,80,17.1,,40,42.5,36.91722647,39.03372354,75.95095,4.319315497,6.674766725,10.99408222,163.2827045,52.91841342,3.240907454,11.7,14.4752399,23.6355632,44.6641569,121.6233232,13.11814649,24.78937982,,
84,45923,Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,46,1,2,84,0.5003,465.42909,195.42909,0.364583333,40.5,0.7125,81.5,13.7,40,0.380555556,84.5,17,,41,44.5,37.91722647,41.03372354,78.95095,5.194660026,6.975733002,12.17039303,169.6304586,41.98901491,2.475322843,13.7,15.41513183,26.14875883,62.27523767,307.4872176,14.51301355,34.56383433,,
85,45923,Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,46,1,3,85,0.5006,465.70818,207.70818,0.364583333,40.5,0.7125,81.5,13.9,40.5,0.38125,85.5,17.1,,41,45,37.91722647,41.53372354,79.45095,5.270494479,7.102266725,12.3727612,170.6024361,44.60050068,2.61429448,13.9,15.57282978,26.56762697,59.56800163,239.0142174,14.74549262,33.06127149,,
86,45923,Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,46,1,1,86,0.5,461.525,246.525,0.365277778,40,0.713194444,89,12.9,40,0.381944444,89.5,15.2,,49,49.5,45.91722647,46.03372354,91.95095,5.923322214,6.997125978,12.92044819,199.2328693,53.41530795,2.681048972,12.9,14.05145699,27.99512094,52.41029588,226.2175702,15.53777647,29.08862097,,
87,45923,Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,46,1,2,87,0.5004,461.89422,209.89422,0.365277778,40.5,0.713194444,88.5,12.4,40,0.382638889,88,15.1,,48,48,44.91722647,44.53372354,89.45095,5.569736082,6.724592254,12.29432834,193.6611158,45.44205381,2.346472787,12.4,13.74421215,26.6171946,58.57392517,604.6540034,14.77300351,32.50954186,,
88,45923,Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,46,1,3,88,0.5006,462.07883,242.07883,0.365277778,41,0.713888889,88,12.7,41.5,0.383333333,90.5,15.1,,47,49,43.91722647,45.53372354,89.45095,5.577487761,6.875592254,12.45308002,193.5837442,52.38907612,2.706274556,12.7,13.92168559,26.95012021,51.44225133,237.4653224,14.95778298,28.55133949,,
89,45923,LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,46,1,1,89,0.5002,460.73422,155.73422,0.365972222,40.5,0.713888889,72.5,14.8,40,0.383333333,75.5,15.5,,32,35.5,28.91722647,32.03372354,60.95095,4.279749517,4.965227148,9.244976665,132.2909117,33.80131391,2.555074531,14.8,15.16789593,20.06574781,59.36381012,173.1849142,11.13683719,32.94794167,,
90,45923,LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,46,1,2,90,0.5,460.55,129.55,0.365972222,41,0.714583333,71.5,14.1,40.5,0.384027778,72.5,15.4,,30.5,32,27.41722647,28.53372354,55.95095,3.865828932,4.394193425,8.260022357,121.4872435,28.12941049,2.315420918,14.1,14.7629707,17.93512617,63.75933892,303.244528,9.95430532,35.3875362,,
91,45923,LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,46,1,3,91,0.5,460.55,91.55,0.365972222,40.5,0.715277778,71,14.8,40,0.384722222,74.5,15.4,,30.5,34.5,27.41722647,31.03372354,58.45095,4.057749517,4.779193425,8.836942942,126.9155358,19.87840625,1.566270522,14.8,15.1185617,19.18780359,96.52586501,-821.1869785,10.64956296,53.57352508,,
92,45923,Breeding,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,46,1,1,92,0.5,487.425,218.425,0.366666667,40,0.715277778,85.5,14.1,40,0.385416667,89,14.9,,45.5,49,42.41722647,45.53372354,87.95095,5.980828932,6.784524807,12.76535374,180.4399651,44.81202236,2.483486534,14.1,14.5141738,26.18937014,58.44273201,153.4501425,14.53555353,32.43672738,,
93,45923,Breeding,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,46,1,2,93,0.5,487.425,206.425,0.366666667,40,0.715972222,84.5,13.9,39.5,0.386111111,88,14.8,,44.5,48.5,41.41722647,45.03372354,86.45095,5.756994479,6.664991084,12.42198556,177.3625686,42.35010514,2.387770175,13.9,14.36882482,25.48491678,60.17674973,174.4932099,14.14456973,33.39913722,,
94,45923,Breeding,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,46,1,3,94,0.5,487.425,250.425,0.366666667,41,0.716666667,86,13.5,40,0.386805556,93.5,14.7,,45,53.5,41.91722647,50.03372354,91.95095,5.658825573,7.35495736,13.01378293,188.6463559,51.37713494,2.72346289,13.5,14.15296191,26.6990469,51.96678819,112.9777185,14.81843295,28.84246653,,
95,45923,Breeding,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,46,1,1,95,0.5,482.25,213.25,0.367361111,40,0.716666667,86.5,12.9,40,0.386805556,99,15.4,,46.5,59,43.41722647,55.53372354,98.95095,5.600822214,8.552193425,14.15301564,205.1860031,44.21980301,2.155108162,12.9,14.30306191,29.34788106,66.36818588,190.079375,16.28858173,36.8354914,,
96,45923,Breeding,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,46,1,2,96,0.5001,482.34645,223.34645,0.367361111,40,0.717361111,88,12.9,40,0.3875,98.5,15.3,,48,58.5,44.91722647,55.03372354,99.95095,5.794322214,8.420159701,14.21448192,207.2181728,46.30415545,2.234560552,12.9,14.22145754,29.46944445,63.6431961,168.1647058,16.35605152,35.32307493,,
97,45923,Breeding,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,46,1,3,97,0.5003,482.53935,207.53935,0.367361111,41,0.717361111,86,13.1,40,0.388194444,99,15.3,,45,59,41.91722647,55.53372354,97.45095,5.491156667,8.496659701,13.98781637,201.9544106,43.00982915,2.129680111,13.1,14.35369934,28.9879289,67.39838189,203.7124171,16.08880206,37.40726801,,
98,45923,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,46,1,1,98,0.2501,228.4239124,84.42391239,0.368055556,40.5,0.718055556,72,14.4,39.5,0.388888889,66,17.2,,31.5,26.5,28.41722647,23.03372354,51.45095,4.092080611,3.961800449,8.05388106,225.2432745,36.9593146,1.640862071,14.4,15.65351283,35.25848487,95.39810264,#DIV/0!,19.56906911,52.94759745,,
99,45923,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,46,1,2,99,0.2501,228.4239124,98.42391239,0.368055556,40,0.71875,70.5,14.8,39,0.388888889,67.5,17.2,,30.5,28.5,27.41722647,25.03372354,52.45095,4.057749517,4.305800449,8.363549966,229.6210999,43.08827012,1.87649437,14.8,15.94546899,36.61416127,84.97477658,#DIV/0!,20.32149297,47.16247115,,
100,45923,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,46,1,3,100,0.2504,228.6979115,111.6979115,0.368055556,40,0.719444444,71,14.8,40,0.389583333,68.5,17.3,,31,28.5,27.91722647,25.03372354,52.95095,4.131749517,4.330834172,8.462583689,231.5322849,48.84080959,2.109460009,14.8,15.98192986,37.00332738,75.76313269,#DIV/0!,20.53748689,42.04984942,,
101,45923,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,46,1,1,101,0.5,468.6546792,194.6546792,0.36875,41,0.719444444,75,15,40,0.390277778,81.5,16.3,,34,41.5,30.91722647,38.03372354,68.95095,4.63758397,6.199496937,10.83708091,147.1252781,41.53477771,2.823089156,15,15.71708716,23.12380818,55.67336449,#DIV/0!,12.83411361,30.8996805,,
102,45923,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,46,1,2,102,0.5,468.6546792,168.6546792,0.36875,40,0.720138889,71.5,14.6,39.5,0.390277778,80,16.1,,31.5,40.5,28.41722647,37.03372354,65.45095,4.148915064,5.96242949,10.11134455,139.6570928,35.98698289,2.576810256,14.6,15.44873612,21.57525573,59.95294409,#DIV/0!,11.97464021,33.27492122,,
103,45923,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,46,1,3,103,0.5002,468.8421411,176.8421411,0.36875,40.5,0.720138889,71.5,15.2,40.5,0.390972222,81,16.2,,31,40.5,27.91722647,37.03372354,64.95095,4.243418423,5.999463213,10.24288164,138.5347952,37.71890912,2.722702918,15.2,15.77017986,21.84718637,57.92104514,#DIV/0!,12.12556642,32.14718214,,
104,45923,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,23,46,1,1,104,-,,,0.369444444,40,0.720833333,44,,40,0.390972222,43,,,4,3,,,,,,,,,,,,,,,,,,
105,45923,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,23,46,1,2,105,,,,0.369444444,38.5,0.721527778,42.4,,39,0.390972222,43,,,3.9,4,,,,,,,,,,,,,,,,,,
106,45929,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,23,47,2,1,106,,,,0.346527778,40,0.661805556,43.5,,40,0.350694444,45,,,3.5,5,,,,,,,,,,,,,,,,,,
107,45929,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,23,47,2,2,107,,,,0.347916667,40,0.661805556,43,,40,0.351388889,44.5,,,3,4.5,,,,,,,,,,,,,,,,,,
108,45929,Genetic bank,ABC-1467-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243540,23,47,2,1,108,0.5,463.075,276.075,0.347916667,39,0.661805556,85,13.1,39,0.351388889,98,16.1,,46,59,43.04997748,55.0174696,98.06744708,5.63954705,8.857812605,14.49735966,211.7744363,59.6177725,2.815154348,13.1,14.78304992,31.30672063,52.51239574,249.5540386,17.37577159,29.14528816,,
109,45929,Genetic bank,ABC-1467-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243540,23,47,2,2,109,0.5005,463.538075,266.538075,0.348611111,40,0.6625,85,13.5,40,0.352083333,97,16.2,,45,57,42.04997748,53.0174696,95.06744708,5.67674696,8.588830075,14.26557703,205.0909131,57.5007943,2.803673425,13.5,15.00574326,30.77541588,53.52172306,295.1203938,17.08088826,29.70548228,,
110,45929,Genetic bank,ABC-1467-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243540,23,47,2,3,110,0.5004,463.44546,266.44546,0.348611111,41,0.6625,88.5,13.5,40.5,0.352777778,99,16.2,,47.5,58.5,44.54997748,54.5174696,99.06744708,6.01424696,8.831830075,14.84607703,213.7629034,57.49230125,2.689535946,13.5,14.98582781,32.03414062,55.71900919,307.4413083,17.77950227,30.9250141,,
111,45929,Genetic bank,ABC-1475-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243541,23,47,2,1,111,0.5004,454.31316,243.31316,0.348611111,40.5,0.663194444,86.5,13.5,40.5,0.353472222,91.5,16.1,,46,51,43.04997748,47.0174696,90.06744708,5.81174696,7.569812605,13.38155956,198.2496987,53.55626502,2.701455053,13.5,14.8572653,29.4544837,54.99727004,294.2685155,16.34774805,30.52443638,,
112,45929,Genetic bank,ABC-1475-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243541,23,47,2,2,112,0.5,453.95,226.95,0.349305556,41,0.663194444,87.5,13.5,41,0.353472222,93.5,16.2,,46.5,52.5,43.54997748,48.5174696,92.06744708,5.87924696,7.859830075,13.73907703,202.81407,49.99449279,2.465040654,13.5,14.92283915,30.26561743,60.53790277,469.407741,16.7979413,33.59958341,,
113,45929,Genetic bank,ABC-1475-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F243541,23,47,2,3,113,0.5001,454.04079,205.04079,0.349305556,40.5,0.663194444,87.5,13.4,40.5,0.354166667,93,16.3,,47,52.5,44.04997748,48.5174696,92.56744708,5.902696982,7.908347544,13.81104453,203.8747379,45.15911225,2.215042074,13.4,14.91997993,30.41806999,67.3575464,1886.699262,16.88255511,37.38460361,,
114,45929,Genetic bank,ABC-23326,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-0954,23,47,2,1,114,0.5001,479.29584,284.29584,0.349305556,41,0.663888889,86.5,14.6,41,0.354166667,80.2,18,,45.5,39.2,42.54997748,35.2174696,77.76744708,6.212296712,6.339144528,12.55144124,162.2535407,59.31531557,3.655717793,14.6,16.13971104,26.18725262,44.14922582,-3824.718569,14.53437827,24.50358416,,
115,45929,Genetic bank,ABC-23326,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-0954,23,47,2,2,115,0.5004,479.58336,310.58336,0.35,40,0.663888889,85.5,14.9,39.5,0.354861111,79,18.8,,45.5,39.5,42.54997748,35.5174696,78.06744708,6.339946644,6.677284284,13.01723093,162.7818094,64.76107928,3.978397804,14.9,16.6743392,27.14279104,41.91219687,570.0974386,15.06471863,23.26199439,,
